sales_id,name,year,selling_price,km_driven,region,state_or_province,city,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,gdp_growth,gscpi
4204,Honda,2017,860000,28000,East,New York,Freeport,Petrol,Individual,Manual,First_Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,N,0.029501875,0.3030896510933923
4205,Ford,2018,950000,40000,East,New York,Freeport,Diesel,Individual,Manual,First_Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,N,0.0210273025,0.43406180805167976
4206,Ford,2012,225000,87237,East,New York,Freeport,Diesel,Dealer,Manual,Second_Owner,20.0,1399,68.05,160Nm@ 2000rpm,5,N,0.015401085000000002,-0.25819716106988044
4207,Chevrolet,2011,500000,99500,East,Delaware,Dover,Diesel,Individual,Manual,Third_Owner,11.5,1991,147.9,320Nm@ 2000rpm,7,N,0.015311776249999999,0.33246787608046274
4208,Ford,2017,500000,62960,East,Delaware,Dover,Diesel,Dealer,Manual,First_Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5,N,0.029501875,0.3030896510933923
4209,MG,2019,1700000,16500,East,Delaware,Dover,Petrol,Dealer,Automatic,First_Owner,13.96,1451,141.0,250Nm@ 1600-3600rpm,5,N,0.0329647,-0.03745051713280278
4210,Maruti,2014,545000,110000,East,Delaware,Dover,Diesel,Individual,Manual,First_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,N,0.026504925000000002,-0.6713802335432447
4211,Maruti,2011,400000,72000,East,Delaware,Dover,Diesel,Individual,Manual,First_Owner,22.9,1248,74.0,190Nm@ 2000rpm,5,N,0.015311776249999999,0.33246787608046274
4212,Maruti,2018,650000,50000,East,Delaware,Newark,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
4213,Hyundai,2008,114999,55000,East,Delaware,Dover,Petrol,Individual,Manual,Second_Owner,13.9,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5,N,-0.025737475,-0.15531793873190386
4214,Maruti,2015,562000,60000,East,Delaware,Newark,Diesel,Individual,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,N,0.0209784025,-0.4860680299374063
4215,Tata,2002,96000,120000,Central,Missouri,Ozark,Diesel,Individual,Manual,First_Owner,14.07,2956,83.1,250Nm@ 1600-2000rpm,7,N,0.019728885,-0.7360650308747648
4216,Jaguar,2017,2711000,9000,Central,Missouri,Ozark,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4217,Lexus,2019,5150000,20000,West,California,Pacifica,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,N,0.0329647,-0.03745051713280278
4218,Jaguar,2017,3200000,45000,West,California,Pacifica,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4219,Tata,2015,503000,110000,West,California,Pacifica,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N,0.0209784025,-0.4860680299374063
4220,Volvo,2019,3800000,20000,West,California,Pacifica,Diesel,Individual,Automatic,First_Owner,18.0,1969,190.0,400Nm,5,N,0.0329647,-0.03745051713280278
4221,Toyota,2016,2000000,68089,West,California,Pacifica,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,N,0.0215839,-0.36137639782381054
4222,Maruti,2013,225000,58343,West,California,Pacifica,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N,0.029642225,-0.4956352992239145
4223,Maruti,2018,740000,38817,West,California,Pacifica,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
4224,Honda,2016,550000,56494,South,Florida,Palm Coast,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,N,0.0215839,-0.36137639782381054
4225,Toyota,2013,750000,79328,South,Florida,Palm Coast,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N,0.029642225,-0.4956352992239145
4226,Maruti,2019,650000,5621,Central,Missouri,Ozark,Petrol,Trustmark_Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0329647,-0.03745051713280278
4227,Toyota,2017,625000,25538,Central,Missouri,Ozark,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,N,0.029501875,0.3030896510933923
4228,Maruti,2018,600000,69779,Central,Missouri,Ozark,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0210273025,0.43406180805167976
4229,Hyundai,2017,450000,56290,Central,South Dakota,Sioux Falls,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,N,0.029501875,0.3030896510933923
4230,BMW,2019,5400000,7500,Central,South Dakota,Sioux Falls,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4231,BMW,2019,5500000,8500,South,Tennessee,Brentwood,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4232,Honda,2019,779000,7032,South,Tennessee,Bartlett,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.0,1199,88.76,110Nm@ 4800rpm,5,N,0.0329647,-0.03745051713280278
4233,Skoda,2016,645000,11000,Central,South Dakota,Sioux Falls,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,N,0.0215839,-0.36137639782381054
4234,Volvo,2018,2475000,2000,South,Tennessee,Bartlett,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,N,0.0210273025,0.43406180805167976
4235,Jaguar,2017,2711000,9000,South,Tennessee,Bartlett,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4236,Lexus,2019,5150000,20000,Central,South Dakota,Sioux Falls,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,N,0.0329647,-0.03745051713280278
4237,Jaguar,2017,3200000,45000,South,Tennessee,Bartlett,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4238,Tata,2015,503000,110000,Central,South Dakota,Sioux Falls,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N,0.0209784025,-0.4860680299374063
4239,Volvo,2019,3800000,20000,Central,South Dakota,Sioux Falls,Diesel,Individual,Automatic,First_Owner,18.0,1969,190.0,400Nm,5,N,0.0329647,-0.03745051713280278
4240,Toyota,2016,2000000,68089,East,Maryland,Randallstown,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,N,0.0215839,-0.36137639782381054
4241,Maruti,2013,225000,58343,East,Maryland,Randallstown,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N,0.029642225,-0.4956352992239145
4242,Maruti,2018,740000,38817,East,Maryland,Randallstown,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
4243,Honda,2016,550000,56494,East,Maryland,Randallstown,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,N,0.0215839,-0.36137639782381054
4244,Toyota,2013,750000,79328,East,Maryland,Randallstown,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N,0.029642225,-0.4956352992239145
4245,Maruti,2019,650000,5621,East,Maryland,Randallstown,Petrol,Trustmark_Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0329647,-0.03745051713280278
4246,Toyota,2017,625000,25538,East,Maryland,Bowie,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,N,0.029501875,0.3030896510933923
4247,Maruti,2018,600000,69779,East,Maryland,Catonsville,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0210273025,0.43406180805167976
4248,Hyundai,2017,450000,56290,South,Georgia,College Park,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,N,0.029501875,0.3030896510933923
4249,BMW,2019,5400000,7500,Central,Texas,Cloverleaf,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4250,BMW,2019,5500000,8500,East,Maryland,Catonsville,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4251,Honda,2019,779000,7032,Central,Texas,Cloverleaf,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.0,1199,88.76,110Nm@ 4800rpm,5,N,0.0329647,-0.03745051713280278
4252,Skoda,2016,645000,11000,East,Maryland,Catonsville,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,N,0.0215839,-0.36137639782381054
4253,Volvo,2018,2475000,2000,East,Maryland,Bowie,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,N,0.0210273025,0.43406180805167976
4254,Mitsubishi,1999,155000,100000,East,Maryland,Bethesda,Diesel,Individual,Manual,Third_Owner,14.8,1998,68.0,"12.5@ 3,000(kgm@ rpm)",5,N,0.04710765,-0.26837801598948313
4256,Jaguar,2017,2711000,9000,South,Georgia,College Park,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4257,Lexus,2019,5150000,20000,East,Maryland,Bethesda,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,N,0.0329647,-0.03745051713280278
4258,Jaguar,2017,3200000,45000,South,Georgia,College Park,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4259,Tata,2015,503000,110000,South,Georgia,College Park,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N,0.0209784025,-0.4860680299374063
4260,Volvo,2019,3800000,20000,South,Georgia,College Park,Diesel,Individual,Automatic,First_Owner,18.0,1969,190.0,400Nm,5,N,0.0329647,-0.03745051713280278
4261,Toyota,2016,2000000,68089,South,Georgia,College Park,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,N,0.0215839,-0.36137639782381054
4262,Maruti,2013,225000,58343,Central,Texas,Cloverleaf,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N,0.029642225,-0.4956352992239145
4263,Maruti,2018,740000,38817,South,North Carolina,High Point,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
4264,Honda,2016,550000,56494,South,North Carolina,Hickory,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,N,0.0215839,-0.36137639782381054
4265,Toyota,2013,750000,79328,South,North Carolina,High Point,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N,0.029642225,-0.4956352992239145
4266,Maruti,2019,650000,5621,South,North Carolina,High Point,Petrol,Trustmark_Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0329647,-0.03745051713280278
4267,Toyota,2017,625000,25538,South,North Carolina,Hickory,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,N,0.029501875,0.3030896510933923
4268,Maruti,2018,600000,69779,South,North Carolina,Hickory,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0210273025,0.43406180805167976
4269,Hyundai,2017,450000,56290,South,North Carolina,High Point,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,N,0.029501875,0.3030896510933923
4270,BMW,2019,5400000,7500,South,North Carolina,High Point,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4271,BMW,2019,5500000,8500,South,North Carolina,Hickory,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4272,Honda,2019,779000,7032,South,North Carolina,Hickory,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.0,1199,88.76,110Nm@ 4800rpm,5,N,0.0329647,-0.03745051713280278
4273,Skoda,2016,645000,11000,South,North Carolina,Hickory,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,N,0.0215839,-0.36137639782381054
4274,Volvo,2018,2475000,2000,West,Utah,Murray,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,N,0.0210273025,0.43406180805167976
4275,Ford,2015,590000,80000,West,Utah,Magna,Diesel,Individual,Manual,First_Owner,25.01,1498,89.75,204Nm@ 2000-2750rpm,5,N,0.0209784025,-0.4860680299374063
4276,Hyundai,2016,350000,120000,Central,Missouri,Overland,Diesel,Individual,Manual,Second_Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5,N,0.0215839,-0.36137639782381054
4277,Maruti,2017,484999,30000,Central,Missouri,Overland,Petrol,Individual,Manual,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,N,0.029501875,0.3030896510933923
4278,Tata,2015,240000,110000,Central,Missouri,Overland,Diesel,Individual,Manual,Second_Owner,19.1,1405,70.0,135.4Nm@ 2500rpm,5,N,0.0209784025,-0.4860680299374063
4279,Toyota,2008,500000,219000,West,Utah,Midvale,Diesel,Individual,Manual,Second_Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,N,-0.025737475,-0.15531793873190386
4280,Maruti,2017,300000,80000,West,Utah,Magna,Petrol,Individual,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,N,0.029501875,0.3030896510933923
4281,Maruti,2016,750000,80000,West,Utah,Magna,Diesel,Individual,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,N,0.0215839,-0.36137639782381054
4282,Maruti,2016,574000,35000,West,Utah,Magna,Petrol,Individual,Manual,Second_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,N,0.0215839,-0.36137639782381054
4283,Tata,2013,200000,167000,West,Utah,Midvale,Diesel,Individual,Manual,First_Owner,22.3,1248,88.8,200Nm@ 1750-3000rpm,5,N,0.029642225,-0.4956352992239145
4284,Hyundai,2016,1100000,94000,West,Utah,Midvale,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,N,0.0215839,-0.36137639782381054
4285,Hyundai,2012,350000,80000,West,Utah,Midvale,Petrol,Individual,Manual,First_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,N,0.015401085000000002,-0.25819716106988044
4286,Maruti,1998,70000,100000,West,Utah,Midvale,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,N,0.047678325,-0.5896091111246782
4287,Ford,2005,120000,90000,Central,Missouri,Overland,Petrol,Individual,Manual,Second_Owner,13.8,1299,70.0,"10.7@ 2,500(kgm@ rpm)",5,N,0.029290675,-0.5281067572390872
4288,Toyota,2012,700000,246000,Central,Missouri,Overland,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,7,N,0.015401085000000002,-0.25819716106988044
4289,Maruti,2019,500000,10000,West,Utah,Logan,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N,0.0329647,-0.03745051713280278
4290,Tata,2016,370000,90000,West,Utah,Logan,Diesel,Individual,Manual,First_Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,N,0.0215839,-0.36137639782381054
4291,Tata,2019,600000,5200,West,Utah,Midvale,Petrol,Individual,Manual,First_Owner,20.3,1199,83.81,114Nm@ 3500rpm,5,N,0.0329647,-0.03745051713280278
4292,Maruti,2006,100000,120000,West,Utah,Logan,Petrol,Individual,Manual,Second_Owner,17.3,993,60.0,78Nm@ 4500rpm,5,N,0.026008707500000002,-0.2501383407890948
4293,Maruti,2013,409999,90000,East,Massachusetts,Bellingham,Diesel,Individual,Manual,Second_Owner,22.9,1248,74.0,190Nm@ 2000rpm,5,N,0.029642225,-0.4956352992239145
4294,Honda,2016,750000,50000,East,Massachusetts,Hanson,Petrol,Individual,Automatic,First_Owner,18.0,1497,117.3,145Nm@ 4600rpm,5,N,0.0215839,-0.36137639782381054
4295,Hyundai,2017,600000,5000,East,Massachusetts,Beverly,Petrol,Individual,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,N,0.029501875,0.3030896510933923
4296,Mahindra,2018,550000,10500,East,New Jersey,Trenton,Petrol,Individual,Manual,First_Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6,N,0.0210273025,0.43406180805167976
4297,Renault,2018,950000,26000,East,New Jersey,Hawthorne,Diesel,Individual,Manual,First_Owner,19.6,1461,108.45,245Nm@ 1750rpm,5,N,0.0210273025,0.43406180805167976
4298,Mahindra,2014,645000,139000,West,California,West Hollywood,Diesel,Individual,Automatic,First_Owner,11.79,2179,120.0,290Nm@ 1800-2800rpm,8,N,0.026504925000000002,-0.6713802335432447
4299,Mahindra,2014,750000,60000,West,California,West Hollywood,Diesel,Individual,Manual,Second_Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,N,0.026504925000000002,-0.6713802335432447
4300,Mercedes,2006,650000,40000,West,California,Westminster,Petrol,Individual,Manual,First_Owner,11.7,1796,178.0,"24.5@ 3,500-4,500(kgm@ rpm)",5,N,0.026008707500000002,-0.2501383407890948
4301,Ford,2015,800000,25000,West,California,Whittier,Petrol,Individual,Manual,First_Owner,15.85,1499,110.4,140Nm@ 4400rpm,5,N,0.0209784025,-0.4860680299374063
4302,Toyota,2010,350000,60000,West,California,West Hollywood,Petrol,Individual,Manual,Second_Owner,14.53,1798,138.0,173Nm@ 4000rpm,5,N,0.027380649999999996,0.2466662547445887
4303,Ford,2015,700000,25000,West,California,West Hollywood,Petrol,Individual,Manual,First_Owner,15.85,1499,110.4,140Nm@ 4400rpm,5,N,0.0209784025,-0.4860680299374063
4304,Maruti,2011,335000,15000,West,California,Westminster,Petrol,Individual,Manual,First_Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,N,0.015311776249999999,0.33246787608046274
4305,Maruti,2012,270000,110000,West,California,Westminster,Diesel,Individual,Manual,First_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,N,0.015401085000000002,-0.25819716106988044
4307,Maruti,2010,320000,100000,West,California,Westminster,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,N,0.027380649999999996,0.2466662547445887
4308,Hyundai,2007,120000,120000,West,California,Whittier,Petrol,Individual,Manual,First_Owner,17.8,1086,63.0,"9.8@ 3,000(kgm@ rpm)",5,N,0.021107775000000002,-0.46428619899975315
4309,Audi,2010,730000,55000,West,California,West Hollywood,Petrol,Individual,Automatic,Second_Owner,12.3,1781,163.2,"22.9@ 1,950-4,700(kgm@ rpm)",5,N,0.027380649999999996,0.2466662547445887
4310,Maruti,2007,125000,120000,South,Louisiana,Marrero,Petrol,Individual,Manual,Third_Owner,15.0,1586,104.68,"145@ 4,100(kgm@ rpm)",5,N,0.021107775000000002,-0.46428619899975315
4311,Maruti,2007,150000,35000,South,Louisiana,Marrero,Petrol,Individual,Manual,First_Owner,18.2,1061,64.0,84Nm@ 3500rpm,5,N,0.021107775000000002,-0.46428619899975315
4312,Maruti,2018,310000,13000,South,Louisiana,Marrero,Petrol,Individual,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,N,0.0210273025,0.43406180805167976
4313,Maruti,2015,625000,50000,South,Louisiana,Marrero,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,N,0.0209784025,-0.4860680299374063
4314,Hyundai,2012,267000,40000,South,Louisiana,Marrero,Petrol,Individual,Manual,First_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,N,0.015401085000000002,-0.25819716106988044
4315,Hyundai,2016,600000,25000,South,Louisiana,Marrero,Petrol,Individual,Manual,First_Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5,N,0.0215839,-0.36137639782381054
4316,Maruti,2011,180000,110000,East,New York,Tonawanda,Petrol,Individual,Manual,Second_Owner,15.37,1196,73.0,101Nm@ 3000rpm,7,N,0.015311776249999999,0.33246787608046274
4317,Toyota,2019,700000,5000,East,New York,Tonawanda,Petrol,Individual,Manual,First_Owner,23.87,1197,88.5,113Nm@ 4400rpm,5,N,0.0329647,-0.03745051713280278
4318,Maruti,2013,121000,50000,East,New York,Syracuse,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,N,0.029642225,-0.4956352992239145
4319,Hyundai,2014,350000,80000,East,New York,Syracuse,Petrol,Individual,Manual,Third_Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,N,0.026504925000000002,-0.6713802335432447
4320,Toyota,2012,869999,225000,East,New York,Tonawanda,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,8,N,0.015401085000000002,-0.25819716106988044
4321,Jaguar,2017,2711000,9000,East,New York,Troy,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4322,Lexus,2019,5150000,20000,East,New York,Tonawanda,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,N,0.0329647,-0.03745051713280278
4323,Jaguar,2017,3200000,45000,East,New York,Tonawanda,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,N,0.029501875,0.3030896510933923
4324,Tata,2015,503000,110000,East,New York,Tonawanda,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N,0.0209784025,-0.4860680299374063
4325,Volvo,2019,3800000,20000,East,New York,Syracuse,Diesel,Individual,Automatic,First_Owner,18.0,1969,190.0,400Nm,5,N,0.0329647,-0.03745051713280278
4326,Toyota,2016,2000000,68089,East,New York,Syracuse,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,N,0.0215839,-0.36137639782381054
4327,Maruti,2013,225000,58343,East,New York,Tonawanda,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N,0.029642225,-0.4956352992239145
4328,Maruti,2018,740000,38817,East,New York,Tonawanda,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
4329,Honda,2016,550000,56494,Central,Nebraska,Norfolk,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,N,0.0215839,-0.36137639782381054
4330,Toyota,2013,750000,79328,Central,Nebraska,Norfolk,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N,0.029642225,-0.4956352992239145
4331,Maruti,2019,650000,5621,Central,Nebraska,Norfolk,Petrol,Trustmark_Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0329647,-0.03745051713280278
4332,Toyota,2017,625000,25538,Central,Illinois,Urbana,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,N,0.029501875,0.3030896510933923
4333,Maruti,2018,600000,69779,Central,Nebraska,Norfolk,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,N,0.0210273025,0.43406180805167976
4334,Hyundai,2017,450000,56290,Central,Nebraska,Norfolk,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,N,0.029501875,0.3030896510933923
4335,BMW,2019,5400000,7500,Central,Illinois,Tinley Park,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4336,BMW,2019,5500000,8500,Central,Illinois,Tinley Park,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,N,0.0329647,-0.03745051713280278
4337,Honda,2019,779000,7032,Central,Illinois,Tinley Park,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.0,1199,88.76,110Nm@ 4800rpm,5,N,0.0329647,-0.03745051713280278
4338,Skoda,2016,645000,11000,Central,Illinois,Urbana,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,N,0.0215839,-0.36137639782381054
4339,Volvo,2018,2475000,2000,Central,Nebraska,Norfolk,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,N,0.0210273025,0.43406180805167976
4340,Maruti,2008,80000,100000,Central,Texas,Mansfield,Petrol,Individual,Manual,Third_Owner,17.3,1061,64.0,"8.6@ 3,500(kgm@ rpm)",5,N,-0.025737475,-0.15531793873190386
4341,Hyundai,2008,120000,93331,Central,Texas,Mansfield,Petrol,Individual,Manual,Second_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,N,-0.025737475,-0.15531793873190386
4342,Mahindra,2012,370000,120000,Central,Texas,Mansfield,Diesel,Individual,Manual,Second_Owner,13.5,2179,115.0,277.5Nm@ 1700-2200rpm,5,N,0.015401085000000002,-0.25819716106988044
4343,Nissan,2015,750000,70000,Central,Texas,Mcallen,Diesel,Individual,Manual,First_Owner,19.01,1461,108.5,248Nm@ 2250rpm,5,N,0.0209784025,-0.4860680299374063
4344,Mahindra,2015,484999,100000,Central,Texas,Mcallen,Diesel,Individual,Manual,First_Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,N,0.0209784025,-0.4860680299374063
4345,Hyundai,2006,120000,90000,Central,Texas,Mcallen,Diesel,Individual,Manual,Second_Owner,13.1,1493,82.0,187Nm@ 2500rpm,5,N,0.026008707500000002,-0.2501383407890948
4346,Honda,2017,860000,28000,Central,Texas,Mcallen,Petrol,Individual,Manual,First_Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,N,0.029501875,0.3030896510933923
4347,Maruti,2018,650000,50000,Central,Texas,Mansfield,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N,0.0210273025,0.43406180805167976
4348,Maruti,2014,650000,90000,Central,Texas,Mcallen,Diesel,Individual,Manual,First_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,N,0.026504925000000002,-0.6713802335432447
4349,Hyundai,2016,710000,40000,Central,Texas,Mcallen,Diesel,Individual,Manual,First_Owner,24.8,1396,88.7,219.7Nm@ 1750-2750rpm,5,N,0.0215839,-0.36137639782381054
